tu_id	speaker	start	end	duration	include	W:normalized_spaces	W:numbers	W:accents	W:non_jefferson	W:pauses_trim	W:prosodic_trim	W:moved_boundaries	W:switches	E:volume	E:pace	E:guess	E:overlap	E:overlap_mismatch	E:overlap_duration	T:shortpauses	T:metalinguistic	T:errors	T:linguistic	annotation	correct	text
22	SP2	52.533	58.79	6.257	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	1	0	21	 però in questi tre anni perché io sono dal duemiladiciotto x sì tre anni che sono lì non ho ancora incrociato cremonini {ride}	però in questi tre anni perché io sono dal duemiladiciotto x sì tre anni che sono lì non ho ancora incrociato cremonini {ride}	però in questi tre anni perché io sono dal duemiladiciotto x sì tre anni che sono lì non ho ancora incrociato cremonini {ride}
23	SP1	59.103	61.51	2.407	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	9	 vabbè magari dai [quest'anno sarà l'anno buono]	vabbè magari dai [quest'anno sarà l'anno buono]	vabbè magari dai quest' anno sarà l' anno buono
24	SP2	60.11	62.43	2.32	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	5	 [ma sì chissà] infatti infatti	[ma sì chissà] infatti infatti	ma sì chissà infatti infatti
25	SP1	62.845	68.71	5.865	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	18	 e:h anche per il fatto che hanno messo le luci con le scritte delle canzoni [cosa ne pensi]?	e:h anche per il fatto che hanno messo le luci con le scritte delle canzoni [cosa ne pensi]?	eh anche per il fatto che hanno messo le luci con le scritte delle canzoni cosa ne pensi
26	SP2	67.593	71.05	3.457	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	9	 [ah bello quello] mi è piaciuto molto sìsì quello:	[ah bello quello] mi è piaciuto molto sìsì quello:	ah bello quello mi è piaciuto molto sìsì quello
27	SP2	72.4	78.43	6.03	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	20	 ci stava secondo [me] perché e:h dai cremonini comunque è il cantante di bolo- [cioè] apparte lucio dalla ovviamente però	ci stava secondo [me] perché e:h dai cremonini comunque è il cantante di bolo- [cioè] apparte lucio dalla ovviamente però	ci stava secondo me perché eh dai cremonini comunque è il cantante di bolo- cioè apparte lucio dalla ovviamente però
28	SP1	73.065	73.458	0.393	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	 [bello]	[bello]	bello
29	SP1	76.41	76.71	0.3	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	 [sì]	[sì]	sì
30	SP1	78.64	80.286	1.646	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	8	 che poi hanno messo anche [le sue: vero]?	che poi hanno messo anche [le sue: vero]?	che poi hanno messo anche le sue vero
31	SP2	79.56	81.498	1.938	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	8	 [e infatti poi] x [hanno messo] anche le sue	[e infatti poi] x [hanno messo] anche le sue	e infatti poi x hanno messo anche le sue
32	SP1	80.53	80.921	0.391	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	 [sìsì]	[sìsì]	sìsì
33	SP2	82.274	85.31	3.036	True	0	0	0	0	0	0	0	0	False	False	False	False	True	_	0	0	0	9	 e:h però ci sta è: cantante moderno [diciamo più:]	e:h però ci sta è: cantante moderno [diciamo più:]	eh però ci sta è cantante moderno diciamo più
34	SP1	85.339	86.88	1.541	True	0	0	0	0	0	0	0	0	False	False	False	False	True	_	0	0	0	4	 [mhmh anche secondo me]	[mhmh anche secondo me]	mhmh anche secondo me
35	SP2	86.91	87.61	0.7	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	 più bolognese	più bolognese	più bolognese
36	SP1	88.5	91.394	2.894	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	9	 [e invece] il tuo posto del cuore di bologna?	[e invece] il tuo posto del cuore di bologna?	e invece il tuo posto del cuore di bologna
37	SP2	88.5	89.15	0.65	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	 [carino]	[carino]	carino
38	SP1	91.852	95.502	3.65	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	11	 non so anche solo un bar [a cui] sei particolarmente affezionata?	non so anche solo un bar [a cui] sei particolarmente affezionata?	non so anche solo un bar a cui sei particolarmente affezionata
39	SP2	93.612	93.909	0.297	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	 [mh]	[mh]	mh
40	SP2	96.405	96.905	0.5	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	 m:h	m:h	mh
41	SP2	98.876	101.107	2.231	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	3	 e:h forse: m:h	e:h forse: m:h	eh forse mh
42	SP2	102.336	106.226	3.89	True	0	0	0	0	0	0	0	0	False	False	False	False	True	43=0.656	0	1	0	10	 mangiare un gelato seduti sul gradino di piazza santo stefano {ride}	mangiare un gelato seduti sul gradino di piazza santo stefano {ride}	mangiare un gelato seduti sul gradino di piazza santo stefano {ride}
43	SP1	105.57	107.39	1.82	True	0	0	0	0	0	0	0	0	False	False	False	False	True	42=0.656,44=0.490	0	0	0	4	 a:h lì è [bellissimo]	a:h lì è [bellissimo]	ah lì è bellissimo
44	SP2	106.9	111.07	4.17	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	17	 [perché lì] piazza santo stefano mi piace molto poi c'è di fianco la mia gelateria preferita	[perché lì] piazza santo stefano mi piace molto poi c'è di fianco la mia gelateria preferita	perché lì piazza santo stefano mi piace molto poi c' è di fianco la mia gelateria preferita
45	SP2	111.62	118.515	6.895	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	25	 e quindi spesso d'estate col mio ragazzo andiamo: andiamo lì prendiamo un gelato e ci sediamo: in piazza: [santo] stefano quindi forse quello sì	e quindi spesso d'estate col mio ragazzo andiamo: andiamo lì prendiamo un gelato e ci sediamo: in piazza: [santo] stefano quindi forse quello sì	e quindi spesso d' estate col mio ragazzo andiamo andiamo lì prendiamo un gelato e ci sediamo in piazza santo stefano quindi forse quello sì
46	SP1	116.242	116.846	0.604	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	 [bello]	[bello]	bello
47	SP1	118.515	119.046	0.531	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	 bellissimo	bellissimo	bellissimo
48	SP1	119.34	123.573	4.233	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	13	 e in generale bologna ritieni che sia una bella città in cui vivere:	e in generale bologna ritieni che sia una bella città in cui vivere:	e in generale bologna ritieni che sia una bella città in cui vivere
49	SP2	124.23	126.92	2.69	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	11	 sì sìsì secondo me è una bella città in cui vivere	sì sìsì secondo me è una bella città in cui vivere	sì sìsì secondo me è una bella città in cui vivere
50	SP2	127.62	128.729	1.109	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	 e:h m:h	e:h m:h	eh mh
51	SP2	129.5	134.67	5.17	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	12	 non so se effettivamente ci vivrei forse con una famiglia [e:h (la)]	non so se effettivamente ci vivrei forse con una famiglia [e:h (la)]	non so se effettivamente ci vivrei forse con una famiglia eh la
52	SP1	133.165	135.371	2.206	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	6	 [okay quindi più] per giovani [magari]	[okay quindi più] per giovani [magari]	okay quindi più per giovani magari
53	SP2	134.99	137.251	2.261	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	11	 [sì] secondo me è una città più per giovani per studenti:	[sì] secondo me è una città più per giovani per studenti:	sì secondo me è una città più per giovani per studenti
54	SP2	138.163	139.4	1.237	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	 perché:	perché:	perché
55	SP2	140.73	145.45	4.72	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	19	 sì ci sono molte attività che puoi fare poi sicuramente ci sono cose anche per per le famiglie chiaramente	sì ci sono molte attività che puoi fare poi sicuramente ci sono cose anche per per le famiglie chiaramente	sì ci sono molte attività che puoi fare poi sicuramente ci sono cose anche per per le famiglie chiaramente
56	SP2	146.155	149.23	3.075	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	11	 però: mi sembra un po' più a misura di: di giovane	però: mi sembra un po' più a misura di: di giovane	però mi sembra un po' più a misura di di giovane
57	SP1	149.28	149.547	0.267	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	 mhmh	mhmh	mhmh
58	SP2	149.59	150.62	1.03	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	3	 che: che famiglia	che: che famiglia	che che famiglia
59	SP1	151.098	153.677	2.579	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	11	 e:h secondo te i suoi punti forti secondo te quali sono?	e:h secondo te i suoi punti forti secondo te quali sono?	eh secondo te i suoi punti forti secondo te quali sono
60	SP2	154.592	157.846	3.254	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	5	 ah i punti forti: sicuramente	ah i punti forti: sicuramente	ah i punti forti sicuramente
61	SP2	158.7	164.23	5.53	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	14	 m:h la storia cioè l'architettura il il centro storico [è] proprio pieno di	m:h la storia cioè l'architettura il il centro storico [è] proprio pieno di	mh la storia cioè l' architettura il il centro storico è proprio pieno di
62	SP1	162.43	162.824	0.394	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	 [mhmh]	[mhmh]	mhmh
63	SP1	163.84	164.233	0.393	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	1	0	0	 {schiarisce_la_voce}	{schiarisce_la_voce}	{schiarisce_la_voce}
64	SP2	164.82	171.82	7.0	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	16	 dalle torri: a: san petronio: insomma è proprio bella: a livello secondo me architettonico: e storico	dalle torri: a: san petronio: insomma è proprio bella: a livello secondo me architettonico: e storico	dalle torri a san petronio insomma è proprio bella a livello secondo me architettonico e storico
65	SP2	172.69	179.65	6.96	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	26	 e:h poi la vita c'è sempre un sacco di cose da fare: se il weekend esci è pieno di gente [in centro] tutti i locali:	e:h poi la vita c'è sempre un sacco di cose da fare: se il weekend esci è pieno di gente [in centro] tutti i locali:	eh poi la vita c' è sempre un sacco di cose da fare se il weekend esci è pieno di gente in centro tutti i locali
66	SP1	178.27	178.796	0.526	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	 [è vero]	[è vero]	è vero
67	SP2	180.15	183.34	3.19	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	11	 e:h appunto senti che è viva è molto vissuta come città	e:h appunto senti che è viva è molto vissuta come città	eh appunto senti che è viva è molto vissuta come città
68	SP2	184.03	192.48	8.45	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	27	 e:h poi vabbè ci sono concerti stadio cioè ci son tante cose da fare: se se vuoi: se vuoi viverla quindi secondo me queste sono un po':	e:h poi vabbè ci sono concerti stadio cioè ci son tante cose da fare: se se vuoi: se vuoi viverla quindi secondo me queste sono un po':	eh poi vabbè ci sono concerti stadio cioè ci son tante cose da fare se se vuoi se vuoi viverla quindi secondo me queste sono un po'
69	SP1	192.5	194.75	2.25	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	5	 i mezzi di trasporto anche:	i mezzi di trasporto anche:	i mezzi di trasporto anche
70	SP2	194.82	198.89	4.07	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	15	 e:h i mezzi di trasporto: come dicevo se sei in centro sto- dentro alle mura	e:h i mezzi di trasporto: come dicevo se sei in centro sto- dentro alle mura	eh i mezzi di trasporto come dicevo se sei in centro sto- dentro alle mura
71	SP2	199.77	203.66	3.89	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	9	 m:h vai in bicicletta vai a piedi ovunque menomale	m:h vai in bicicletta vai a piedi ovunque menomale	mh vai in bicicletta vai a piedi ovunque menomale
72	SP2	204.55	208.12	3.57	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	11	 anche l'autobus secondo me funzionano abbastanza bene non mi sembrano:	anche l'autobus secondo me funzionano abbastanza bene non mi sembrano:	anche l' autobus secondo me funzionano abbastanza bene non mi sembrano
73	SP2	208.99	211.9	2.91	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	4	 cioè m:h particolarmente: inefficienti	cioè m:h particolarmente: inefficienti	cioè mh particolarmente inefficienti
74	SP1	212.28	212.997	0.717	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	 [mhmh]	[mhmh]	mhmh
75	SP2	212.28	212.997	0.717	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	 [però:]	[però:]	però
76	SP2	214.223	216.85	2.627	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	9	 sì l- la macchina a bologna non è: vivibile	sì l- la macchina a bologna non è: vivibile	sì l- la macchina a bologna non è vivibile
77	SP1	216.873	217.588	0.715	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	3	 non è [vivibile]	non è [vivibile]	non è vivibile
78	SP2	217.31	222.75	5.44	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	17	 [non è] vivibile perché se ripeto de- se: sei fuori dal centro magari la usi [per] andare	[non è] vivibile perché se ripeto de- se: sei fuori dal centro magari la usi [per] andare	non è vivibile perché se ripeto de- se sei fuori dal centro magari la usi per andare
79	SP1	222.17	222.44	0.27	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	 [mhmh]	[mhmh]	mhmh
80	SP2	223.985	225.23	1.245	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	5	 non so all'ikea o:	non so all'ikea o:	non so all' ikea o
81	SP1	225.25	226.176	0.926	True	0	0	0	0	0	0	0	0	False	False	False	False	True	82=0.606	0	1	0	1	 sì {ride}	sì {ride}	sì {ride}
82	SP2	225.57	226.587	1.017	True	0	0	0	0	0	0	0	0	False	False	False	False	True	81=0.606	0	1	0	1	 fuori {ride}	fuori {ride}	fuori {ride}
83	SP2	227.02	236.9	9.88	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	1	0	25	 se devi venire in centro: è proprio scomodo perché: ripet- ripeto vedo delle file per entrare nel parcheggio {ride} cioè quello lì in piazza otto agosto	se devi venire in centro: è proprio scomodo perché: ripet- ripeto vedo delle file per entrare nel parcheggio {ride} cioè quello lì in piazza otto agosto	se devi venire in centro è proprio scomodo perché ripet- ripeto vedo delle file per entrare nel parcheggio {ride} cioè quello lì in piazza otto agosto
84	SP1	236.965	237.336	0.371	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	 mhmh	mhmh	mhmh
85	SP2	237.85	239.77	1.92	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	6	 che tutte le settimane è abbastanza:	che tutte le settimane è abbastanza:	che tutte le settimane è abbastanza
86	SP2	242.11	244.411	2.301	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	5	 x abbastanza lunga quella fila quindi:	x abbastanza lunga quella fila quindi:	x abbastanza lunga quella fila quindi
87	SP2	245.155	247.265	2.11	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	8	 io: ho delle amiche che hanno la macchina	io: ho delle amiche che hanno la macchina	io ho delle amiche che hanno la macchina
88	SP1	247.525	247.703	0.178	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	 mhmh	mhmh	mhmh
89	SP2	247.79	248.864	1.074	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	3	 perché vivono fuori	perché vivono fuori	perché vivono fuori
90	SP2	249.79	253.25	3.46	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	12	 però anche loro ad esempio quando devono venire a casa mia [e:h]	però anche loro ad esempio quando devono venire a casa mia [e:h]	però anche loro ad esempio quando devono venire a casa mia eh
91	SP1	252.84	254.34	1.5	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	4	 [eh] fanno più [fatica]	[eh] fanno più [fatica]	eh fanno più fatica
92	SP2	253.52	255.24	1.72	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	5	 [fanno più fatica] a parcheggiare:	[fanno più fatica] a parcheggiare:	fanno più fatica a parcheggiare
93	SP2	255.831	262.47	6.639	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	19	 poi e:h dentro alle mura comunque e:h m:h anche {P} maggiormente fuori alle mura è tutto a pagamento il parcheggio	poi e:h dentro alle mura comunque e:h m:h anche {P} maggiormente fuori alle mura è tutto a pagamento il parcheggio	poi eh dentro alle mura comunque eh mh anche {P} maggiormente fuori alle mura è tutto a pagamento il parcheggio
94	SP1	262.525	264.731	2.206	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	5	 sì e costa anche: [abbastanza]	sì e costa anche: [abbastanza]	sì e costa anche abbastanza
95	SP2	263.5	269.835	6.335	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	17	 [costa abbastanza] quindi o vieni dopo le otto: viene x dopo le otto per entrare in ztl eccetera	[costa abbastanza] quindi o vieni dopo le otto: viene x dopo le otto per entrare in ztl eccetera	costa abbastanza quindi o vieni dopo le otto viene x dopo le otto per entrare in ztl eccetera
96	SP2	270.729	273.52	2.791	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	9	 però: vivere con la macchina a bologna: è [difficile]	però: vivere con la macchina a bologna: è [difficile]	però vivere con la macchina a bologna è difficile
97	SP1	272.994	273.65	0.656	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	 [mh]mh	[mh]mh	mhmh
98	SP2	274.077	274.363	0.286	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	 sì	sì	sì
99	SP2	274.73	275.457	0.727	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	 sì infatti:	sì infatti:	sì infatti
100	SP2	275.89	279.07	3.18	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	8	 (insomma) sì se si vive a bologna: [(insomma)]	(insomma) sì se si vive a bologna: [(insomma)]	insomma sì se si vive a bologna insomma
101	SP1	278.39	281.75	3.36	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	11	 [eh magari] anche con una famiglia poi [diventa un po' troppo]	[eh magari] anche con una famiglia poi [diventa un po' troppo]	eh magari anche con una famiglia poi diventa un po' troppo
102	SP2	280.86	288.14	7.28	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	32	 [e:h esatto infatti] è quello che penso anch'io con una famiglia dopo ti devi muovere sempre a piedi: devi sempre: cioè metti che li devi portare all'asilo devi andare: eh	[e:h esatto infatti] è quello che penso anch'io con una famiglia dopo ti devi muovere sempre a piedi: devi sempre: cioè metti che li devi portare all'asilo devi andare: eh	eh esatto infatti è quello che penso anch' io con una famiglia dopo ti devi muovere sempre a piedi devi sempre cioè metti che li devi portare all' asilo devi andare eh
103	SP2	289.668	295.44	5.772	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	20	 a forlì ad esempio: con la macchina vai ovunque [e:h in piazza c'è] il parcheggio dietro alla piazza cioè	a forlì ad esempio: con la macchina vai ovunque [e:h in piazza c'è] il parcheggio dietro alla piazza cioè	a forlì ad esempio con la macchina vai ovunque eh in piazza c' è il parcheggio dietro alla piazza cioè
104	SP1	292.639	293.958	1.319	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	3	 [eh esatto infatti]	[eh esatto infatti]	eh esatto infatti
105	SP2	296.05	297.45	1.4	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	4	 è è totalmente diverso	è è totalmente diverso	è è totalmente diverso
106	SP2	297.62	304.73	7.11	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	1	0	15	 poi dal lato e:h secondo me m:h ambikentale {ride} sicuramente [è meglio non prendere la macchina]	poi dal lato e:h secondo me m:h ambikentale {ride} sicuramente [è meglio non prendere la macchina]	poi dal lato eh secondo me mh ambikentale {ride} sicuramente è meglio non prendere la macchina
107	SP1	303.285	304.73	1.445	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	4	 [è meglio eh sì]	[è meglio eh sì]	è meglio eh sì
108	SP2	304.809	305.815	1.006	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	 quindi:	quindi:	quindi
109	SP2	306.36	310.79	4.43	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	16	 però anch'io son cresciuta a forlì quindi sono abituata a prender la macchina [praticamente sempre]	però anch'io son cresciuta a forlì quindi sono abituata a prender la macchina [praticamente sempre]	però anch' io son cresciuta a forlì quindi sono abituata a prender la macchina praticamente sempre
110	SP1	309.623	311.58	1.957	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	6	 [anche io per ogni] cosa esatto	[anche io per ogni] cosa esatto	anche io per ogni cosa esatto
111	SP2	311.651	316.536	4.885	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	16	 infatti quando quando torno a forlì è strano perché sono talmente abituata a prendere la macchina	infatti quando quando torno a forlì è strano perché sono talmente abituata a prendere la macchina	infatti quando quando torno a forlì è strano perché sono talmente abituata a prendere la macchina
112	SP2	317.408	322.76	5.352	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	21	 che la s- la distanza che a bologna farei tranquillamente a piedi a forlì mi viene da fare con la macchi[na]	che la s- la distanza che a bologna farei tranquillamente a piedi a forlì mi viene da fare con la macchi[na]	che la s- la distanza che a bologna farei tranquillamente a piedi a forlì mi viene da fare con la macchina
113	SP1	322.6	323.1	0.5	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	 [mh]mh	[mh]mh	mhmh
114	SP2	323.32	326.009	2.689	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	10	 perché dico vabbè devo andare là cosa vado a piedi:	perché dico vabbè devo andare là cosa vado a piedi:	perché dico vabbè devo andare là cosa vado a piedi
