tu_id	speaker	start	end	duration	include	W:normalized_spaces	W:numbers	W:accents	W:non_jefferson	W:pauses_trim	W:prosodic_trim	W:moved_boundaries	W:switches	E:volume	E:pace	E:guess	E:overlap	E:overlap_mismatch	E:overlap_duration	T:shortpauses	T:metalinguistic	T:errors	T:linguistic	annotation	correct	text
42	SP1	109.192	113.461	4.269	True	0	0	0	0	0	0	0	0	False	False	False	False	True	43=0.461,44=0.696	0	0	0	18	 °e° in tutta la regione penso [che sia] la città in cui: in cui si trova più lavoro	°e° in tutta la regione penso [che sia] la città in cui: in cui si trova più lavoro	e in tutta la regione penso che sia la città in cui in cui si trova più lavoro
43	SP2	110.511	110.972	0.461	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	 [mh mh]	[mh mh]	mh mh
44	SP2	112.713	113.409	0.696	True	0	0	0	0	0	0	0	0	False	False	False	False	True	42=0.696	0	0	0	0	 xxx	xxx	x
45	SP2	113.553	113.876	0.323	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	 mh [mh]	mh [mh]	mh mh
46	SP1	113.686	113.991	0.305	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	 [sì]	[sì]	sì
47	SP2	114.089	116.106	2.017	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	8	 e quindi tu di cosa ti occupi:? a:	e quindi tu di cosa ti occupi:? a:	e quindi tu di cosa ti occupi a
48	SP1	116.136	121.411	5.275	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	13	 >allora< io e: lavoro nell'ufficio e: relazioni internazionali, {P} dell'università di bologna,	>allora< io e: lavoro nell'ufficio e: relazioni internazionali, {P} dell'università di bologna,	allora io e lavoro nell' ufficio e relazioni internazionali {P} dell' università di bologna
49	SP1	121.782	122.782	1.0	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	10	 in particolare, in un ufficio che si chiama international desk,	in particolare, in un ufficio che si chiama international desk,	in particolare in un ufficio che si chiama international desk
50	SP1	126.592	132.867	6.275	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	19	 che si occupa di dare supporto, e orientamento agli studenti internazionali che vengono a iscriversi all'università di bologna	che si occupa di dare supporto, e orientamento agli studenti internazionali che vengono a iscriversi all'università di bologna	che si occupa di dare supporto e orientamento agli studenti internazionali che vengono a iscriversi all' università di bologna
51	SP2	132.976	133.562	0.586	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	 mh mh,	mh mh,	mh mh
52	SP1	133.652	136.58	2.928	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	10	 e che {P} hanno un >intero< percorso in triennale o magistrale	e che {P} hanno un >intero< percorso in triennale o magistrale	e che {P} hanno un intero percorso in triennale o magistrale
53	SP1	137.54	141.824	4.284	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	6	 e principalmente diamo supporto per e:	e principalmente diamo supporto per e:	e principalmente diamo supporto per e
54	SP1	141.88	144.95	3.07	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	8	 >o o< mh: orientamento su- processo proprio iscrizione	>o o< mh: orientamento su- processo proprio iscrizione	o o mh orientamento su- processo proprio iscrizione
55	SP1	145.04	151.36	6.32	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	17	 cosa fare: da dove partire ma, poi nel dettaglio in particolar sulle questioni che riguardano l'immigrazione,	cosa fare: da dove partire ma, poi nel dettaglio in particolar sulle questioni che riguardano l'immigrazione,	cosa fare da dove partire ma poi nel dettaglio in particolar sulle questioni che riguardano l' immigrazione
56	SP2	151.48	152.83	1.35	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	3	 ah, mh mh	ah, mh mh	ah mh mh
57	SP1	152.928	156.49	3.562	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	13	 quindi: su come ottenere un visto, su come fare il permesso di soggiorno	quindi: su come ottenere un visto, su come fare il permesso di soggiorno	quindi su come ottenere un visto su come fare il permesso di soggiorno
58	SP1	157.044	163.269	6.225	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	19	 e: diamo informazioni sui titoli esteri cosa: che documenti devono presentare per iscriversi con un >titolo di studio< estero,	e: diamo informazioni sui titoli esteri cosa: che documenti devono presentare per iscriversi con un >titolo di studio< estero,	e diamo informazioni sui titoli esteri cosa che documenti devono presentare per iscriversi con un titolo di studio estero
59	SP1	164.217	167.1	2.883	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	8	 e >insomma< queste cose, queste cose qui principalmente,	e >insomma< queste cose, queste cose qui principalmente,	e insomma queste cose queste cose qui principalmente
60	SP1	168.0	168.756	0.756	True	0	0	0	0	0	0	0	0	False	False	False	False	True	61=0.128	0	0	0	1	 e:mh	e:mh	emh
61	SP2	168.628	170.828	2.2	True	0	0	0	0	0	0	0	0	False	False	False	False	True	60=0.128	0	0	0	6	 hai sempre fatto questo lavoro, oppure:	hai sempre fatto questo lavoro, oppure:	hai sempre fatto questo lavoro oppure
62	SP1	171.113	172.557	1.444	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	4	 allora dopo la laurea,	allora dopo la laurea,	allora dopo la laurea
63	SP1	172.764	175.404	2.64	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	6	 io mi sono laureata nel duemiladiciassette,	io mi sono laureata nel duemiladiciassette,	io mi sono laureata nel duemiladiciassette
64	SP1	176.232	179.4	3.168	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	8	 ho fatto, e: sei mesi in un azienda	ho fatto, e: sei mesi in un azienda	ho fatto e sei mesi in un azienda
65	SP1	179.943	182.337	2.394	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	3	 e:mh che faceva:mh	e:mh che faceva:mh	emh che facevamh
66	SP1	182.993	184.27	1.277	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	1	0	2	 tende frangisole {ride}	tende frangisole {ride}	tende frangisole {ride}
67	SP2	184.394	184.8	0.406	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	 mh mh	mh mh	mh mh
68	SP1	185.126	187.702	2.576	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	6	 e: come commerci all'estero {P} tipo	e: come commerci all'estero {P} tipo	e come commerci all' estero {P} tipo
